model_id,repository_url,file_path,num_components,num_connections,generic_domain_labels,specific_domain_labels
AADL-Architecture-of-Smart-Parking-_InformationServiceProvider_ISP_impl_1.aaxl2,https://github.com/Priyanka-Jaiswal/AADL-Architecture-of-Smart-Parking-.git,AADL-Architecture-of-Smart-Parking-/InformationServiceProvider.aadl,7,2,SMART_BUILDING,SMART_PARKING
AADL-Architecture-of-Smart-Parking-_RSE_RSEOwner_impl_1.aaxl2,https://github.com/Priyanka-Jaiswal/AADL-Architecture-of-Smart-Parking-.git,AADL-Architecture-of-Smart-Parking-/RSE.aadl,20,10,SMART_BUILDING,SMART_PARKING
AADL-Architecture-of-Smart-Parking-_SmartParkingSystem_tispSys_impl_1.aaxl2,https://github.com/Priyanka-Jaiswal/AADL-Architecture-of-Smart-Parking-.git,AADL-Architecture-of-Smart-Parking-/SmartParkingSystem.aadl,46,29,SMART_BUILDING,SMART_PARKING
AADL-Designer_CruiseControl_Cruisecontrol_Generic_1.aaxl2,https://github.com/ObeoNetwork/AADL-Designer.git,AADL-Designer/plugins/org.obeonetwork.dsl.aadl.cruise_control.example/cruise_control.aadl,80,54,AUTOMOTIVE,CRUISE_CONTROL
AADL-Designer_CruiseControl_Cruisecontrollaws_Model_1.aaxl2,https://github.com/ObeoNetwork/AADL-Designer.git,AADL-Designer/plugins/org.obeonetwork.dsl.aadl.cruise_control.example/cruise_control.aadl,22,16,AUTOMOTIVE,CRUISE_CONTROL
AADL-Designer_CruiseControl_Hci_Model_1.aaxl2,https://github.com/ObeoNetwork/AADL-Designer.git,AADL-Designer/plugins/org.obeonetwork.dsl.aadl.cruise_control.example/cruise_control.aadl,41,31,AUTOMOTIVE,CRUISE_CONTROL
AADL-Designer_demo_subsystem_subsystem_test_impl_1.aaxl2,https://github.com/ObeoNetwork/AADL-Designer.git,AADL-Designer/plugins/org.obeonetwork.dsl.aadl.control_processing.example/control_processing.aadl,1,0,AUTOMOTIVE,CRUISE_CONTROL
AADL-MDSD_myModel_simpleSystem_impl_1.aaxl2,https://github.com/nikhilakn/AADL-MDSD.git,AADL-MDSD/TrialM/myModel.aadl,8,0,AUTOMOTIVE,CRUISE_CONTROL
AADL-MDSD_sr_system_srs_impl_1.aaxl2,https://github.com/nikhilakn/AADL-MDSD.git,AADL-MDSD/SpeedRegulator/sr_system.aadl,8,0,AUTOMOTIVE,CRUISE_CONTROL
AADL-Self-driving-car_integration_integration_functional_1.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,64,49,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-Self-driving-car_integration_integration_functional_2.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,76,59,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-Self-driving-car_integration_integration_functional_3.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,76,59,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-Self-driving-car_integration_integration_functional_4.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,76,59,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-Self-driving-car_integration_integration_hardware_1.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,90,71,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-Self-driving-car_integration_integration_hardware_2.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,90,71,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-Self-driving-car_integration_integration_hardware_3.aaxl2,https://github.com/software123456789/AADL-Self-driving-car.git,AADL-Self-driving-car/self-driving-car-osate/self-driving-car/case-study/devices.aadl,90,71,AUTOMOTIVE,SELF_DRIVING_CAR
AADL-SmartParkingApplication_InformationServiceProvider_ISP_impl_1.aaxl2,https://github.com/jacquelyn-rapose/AADL-SmartParkingApplication.git,AADL-SmartParkingApplication/InformationServiceProvider.aadl,7,2,SMART_BUILDING,SMART_PARKING
AADL-SmartParkingApplication_RSE_RSEOwner_impl_1.aaxl2,https://github.com/jacquelyn-rapose/AADL-SmartParkingApplication.git,AADL-SmartParkingApplication/RSE.aadl,20,10,SMART_BUILDING,SMART_PARKING
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,https://github.com/jacquelyn-rapose/AADL-SmartParkingApplication.git,AADL-SmartParkingApplication/SmartParkingSystem.aadl,46,29,SMART_BUILDING,SMART_PARKING
AADL-Tutorial_syst_SecuritySystem_with_devices_1.aaxl2,https://github.com/GaloisInc/CASE-AADL-Tutorial.git,AADL-Tutorial/packages/syst.aadl,20,15,SMART_BUILDING,SECURITY_INTEGRATION
AADL-Wobbuloscope_Wobbuloscope_Wobbuloscope_impl_1.aaxl2,https://github.com/mateon1/AADL-Wobbuloscope.git,AADL-Wobbuloscope/Wobbuloscope.aadl,66,49,SMART_DEVICE,OSCILLOSCOPE
AADLModel_HomeSecuritySystem_HSS_SecuritySystem_with_devices_1.aaxl2,https://github.com/AADLModel_HomeSecuritySystem.git,AADLModel_HomeSecuritySystem/SecuritySystem/HSS.aadl,59,44,SMART_BUILDING,SECURITY_INTEGRATION
AADLModel_SmartThermostat_thermostat_arch_Generator_impl_1.aaxl2,https://github.com/AADLModel_SmartThermostat.git,AADLModel_SmartThermostat/main.aadl,2,2,SMART_BUILDING,THERMOSTAT_OPERATOR
AADLModel_SmartThermostat_thermostat_arch_Temp_sensor_impl_1.aaxl2,https://github.com/AADLModel_SmartThermostat.git,AADLModel_SmartThermostat/main.aadl,3,3,SMART_BUILDING,THERMOSTAT_OPERATOR
AADLModel_SmartThermostat_thermostat_arch_Thermostat_Controller_impl_1.aaxl2,https://github.com/AADLModel_SmartThermostat.git,AADLModel_SmartThermostat/main.aadl,20,22,SMART_BUILDING,THERMOSTAT_OPERATOR
AADLModel_SmartThermostat_thermostat_arch_thermostat_impl_1.aaxl2,https://github.com/AADLModel_SmartThermostat.git,AADLModel_SmartThermostat/main.aadl,56,61,SMART_BUILDING,THERMOSTAT_OPERATOR
AADLVending_Sterownik_VendingMachineSterownik_with_Devices_1.aaxl2,https://github.com/AADLVending.git,AADLVending/MJ/VendingMachine/Sterownik.aadl,66,54,SMART_DEVICE,VENDING_MACHINE
AADLVending_Sterownik_VendingMachineSterownik_with_Devices_2.aaxl2,https://github.com/AADLVending.git,AADLVending/MJ/Sterownik.aadl,66,54,SMART_DEVICE,VENDING_MACHINE
AADL_Architecture_MarsPathfinder_PT_system_simple_1.aaxl2,https://github.com/AADL_Architecture.git,AADL_Architecture/MarsControler.aadl,24,8,DRONES,DRONE_CONTROL
AADL_FEES_Board_STM32_STM32L476_Discovery_impl_1.aaxl2,https://github.com/AADL_FEES.git,AADL_FEES/Hardware/Properties/Power_properties.aadl,24,18,SMART_DEVICE,SMART_LIGHT
AADL_FEES_FEES_FEES_impl_1.aaxl2,https://github.com/AADL_FEES.git,AADL_FEES/Hardware/Sensor/TSL2561.aadl,29,13,AUTOMOTIVE,OTHERS
AADL_RASPBERRY_smacz_HumanActivityMonitoringSystem_impl_1.aaxl2,https://github.com/AADL_RASPBERRY.git,AADL_RASPBERRY/projekt/smacz/smacz.aadl,150,144,SMART_DEVICE,FITNESS_DEVICE
AADLib_ADIRU_ADIRU_DeOS_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/adiru/adiru_memory.aadl,155,133,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_ADIRU_ADIRU_EMV2_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/adiru/adiru_memory.aadl,185,157,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_ADIRU_ADIRU_VxWorks653_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/adiru/adiru_memory.aadl,155,133,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_ADIRU_ADIRU_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/adiru/adiru_memory.aadl,155,133,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_AOCS_AOCS_Subsystem_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/aocs/aocs.aadl,206,198,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_AvionicsBusManagers_AvionicsBusMgr_XPS8500_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,69,42,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Blocks_FPA_block_with_runtime_i_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/physical_properties.aadl,15,12,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Blocks_FPA_block_without_runtime_i_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/physical_properties.aadl,10,8,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Blocks_memory_management_eight_links_i_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/physical_properties.aadl,17,14,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Blocks_memory_management_two_links_i_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/physical_properties.aadl,11,8,AVIATION,RESOURCE_BUDGET
AADLib_Blocks_obc_i_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/physical_properties.aadl,32,30,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Boards_GR_XC3S_1500_GR_XC3S_1500_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/aadl/boards/boards-gr_xc3s_1500.aadl,16,9,AVIATION,SPACE_HARDWARE
AADLib_Car_Car_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,46,18,AUTOMOTIVE,CRUISE_CONTROL
AADLib_DMS_door_management_imp_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/doors/dms.aadl,125,138,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Flight_Control_System_fcs_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/fcs/fcs.aadl,62,50,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Flowlatencydata_application_allperiodicdelayed_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencydata.aadl,37,21,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Flowlatencydata_topsystem_distributedallperiodicdelayed_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencydata.aadl,44,24,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Flowlatencysampleddata_application_alldatadriven_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,33,23,SMART_DEVICE,OTHERS
AADLib_Flowlatencysampleddata_application_allperiodicsampled_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,33,23,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Flowlatencysampleddata_hardwareplatform_dual_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,13,8,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Flowlatencysampleddata_hardwareplatform_single_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,7,5,SMART_DEVICE,OTHERS
AADLib_Flowlatencysampleddata_topsystem_alldatadriven_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,44,27,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Flowlatencysampleddata_topsystem_allperiodicsampled_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,44,27,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Flowlatencysampleddata_topsystem_distributedalldatadriven_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/flow_analysis/flowlatencysampleddata.aadl,50,30,SMART_DEVICE,FLOW_ANALYSIS
AADLib_Hello_World_hello_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/air/hello/hello_world.aadl,12,0,TESTING,TESTING
AADLib_Hello_World_hello_impl_2.aaxl2,https://github.com/AADLib.git,AADLib/examples/air/hello_2partitions/hello_world.aadl,20,0,TESTING,TESTING
AADLib_ISR_Ticker_System_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/isr/isr.aadl,17,6,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Main_Ardupilot_Ardupilot_Map_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/data_sheet.aadl,251,255,DRONES,DRONE_CONTROL
AADLib_Main_Ardupilot_Ardupilot_Shield_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/data_sheet.aadl,24,21,DRONES,DRONE_CONTROL
AADLib_MinePump_BA_MinePump_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/minepump_ba/minepump_ba.aadl,18,9,SMART_DEVICE,SMART_HOME
AADLib_MinePump_MinePump_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/minepump/minepump.aadl,18,9,SMART_DEVICE,SMART_HOME
AADLib_Mixin_Demo_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/mixin/mixin.aadl,8,4,AVIATION,AVIATION_ARMY
AADLib_MoDeVVa_modevva_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/mosart/modevva.aadl,14,4,DRONES,OTHERS
AADLib_PING_PING_IMA_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/air/ping/ping-air.aadl,28,5,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Pacemaker_Pkg_DeviceControllerMonitor_others_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/pacemaker/pacemaker.aadl,31,24,SMART_DEVICE,PACEMAKER
AADLib_PartitionedSystemExample_arincsystem_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/arinc653_annex/example_1/partitionedsystemexample.aadl,44,24,AVIATION,AVIATION_ARMY
AADLib_Perseus_Perseus_Rocket_Master_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/electricity_properties.aadl,2,0,AVIATION,AVIATION_ARMY
AADLib_Perseus_Perseus_Rocket_impl1_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/electricity_properties.aadl,2,0,AVIATION,AVIATION_ARMY
AADLib_Prodcons_vxworks_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/memory_segment_properties.aadl,44,0,SMART_DEVICE,RESOURCE_BUDGET
AADLib_Producer_Consumer_PC_Simple_Native_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,24,9,TESTING,TESTING
AADLib_RAP_Code_RAP_Native_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,274,305,AVIATION,AVIATION_ARMY
AADLib_RAP_RAP_ERC32_ORK_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rap/rap.aadl,399,429,AVIATION,AVIATION_ARMY
AADLib_RAP_RAP_GENERIC_IMPL_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rap/rap.aadl,393,425,AVIATION,AVIATION_ARMY
AADLib_RAP_RAP_LEON_ORK_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rap/rap.aadl,399,429,AVIATION,AVIATION_ARMY
AADLib_RAP_RAP_LEON_RTEMS_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rap/rap.aadl,393,425,AVIATION,AVIATION_ARMY
AADLib_RAP_RAP_Native_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rap/rap.aadl,393,425,AVIATION,AVIATION_ARMY
AADLib_RMAAadl_rma_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rma/rma.aadl,8,0,AVIATION,AVIATION_ARMY
AADLib_ROSACE_RTEMS_ROSACE_RTEMS_Monocore_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/rosace/rosace-threads.aadl,70,67,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Ravenscar_Example_Case_Study_LEON_Local_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/ravenscar/ravenscar_example.aadl,20,11,AUTOMOTIVE,CRUISE_CONTROL
AADLib_Robot_BA_robot_i_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/robot_ba/robot_ba.aadl,40,20,AUTOMOTIVE,ROBOT
AADLib_Robot_LF_Line_Follower_Robot_i_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/data_sheet.aadl,97,114,AUTOMOTIVE,ROBOT
AADLib_Robot_robot_i_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/robot/robot.aadl,40,20,AUTOMOTIVE,ROBOT
AADLib_Round_Robin_RR_impl_nopreempt_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/round_robin/round_robin.aadl,8,0,SMART_DEVICE,SCHEDUALING
AADLib_Round_Robin_RR_impl_preempt_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/round_robin/round_robin.aadl,8,0,SMART_DEVICE,SCHEDUALING
AADLib_SMP01_smp01_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/air/smp01/smp01.aadl,20,0,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_STM32Discovery_Ada_blinky_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/stm32discovery_ada/stm32discovery_ada.aadl,6,0,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_Test_BA_Backend_PC_Simple_Native_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,50,27,TESTING,TESTING
AADLib_Time_Triggered_tt_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/time_triggered/time_triggered.aadl,14,6,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_arincexample2_arinc653system_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/arinc653_annex/example_2/arincexample2.aadl,53,12,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_arincexample2_module1_system_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/arinc653_annex/example_2/arincexample2.aadl,26,6,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_arincexample2_module2_system_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/arinc653_annex/example_2/arincexample2.aadl,21,7,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_autopilot_subsys_MCU0_Impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/paparazzi/autopilot_subsys.aadl,141,88,DRONES,DRONE_CONTROL
AADLib_emaxxv2_power_distrib_emaxxv2_power_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/electricity_properties.aadl,88,63,DRONES,DRONE_CONTROL
AADLib_emaxxv2_system_emaxxv2_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,155,108,DRONES,DRONE_CONTROL
AADLib_flyByWire_subsys_MCU1_Impl_1.aaxl2,https://github.com/AADLib.git,AADLib/examples/paparazzi/flybywire_subsys.aadl,129,98,DRONES,DRONE_CONTROL
AADLib_fms_fms_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,152,81,AVIATION,FLIGHT_MANAGEMENT_SYSTEM
AADLib_mars_pathfinder_sys_mars_pathfinder_correct_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,94,87,DRONES,DRONE_CONTROL
AADLib_mars_pathfinder_sys_mars_pathfinder_impl_1.aaxl2,https://github.com/AADLib.git,AADLib/src/property_set/bus_properties.aadl,94,87,DRONES,DRONE_CONTROL
